"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","Booking Management","1","0","Create a new booking","0"
"0","","0","Booking Management","1","0","Delete booking","0"
"0","","0","Booking Management","1","0","Partial update created booking","0"
"0","","0","Booking Management","1","0","Get created booking","0"
"0","","0","Booking Management","1","0","Update created booking","0"
"0","","0","","1","0","","0"
"0","","0","Booking Management","1","0","Get all ids booking","0"
